,Area (SQFT),Unit Price ($ PSF),Floor,Remaining Tenure,Is Freehold,walk_distance,Condo_Apartment,Landed,East Region,North East Region,North Region,West Region,Resale,Sub Sale
25132,678.13,1980,7,96,0,440.0,1,0,0,0,0,0,0,0
25133,602.78,1367,1,96,0,1917.0,1,0,1,0,0,0,0,0
25134,635.08,1354,7,0,1,1948.0,1,0,0,0,0,1,1,0
25135,548.96,1472,3,0,1,665.0,1,0,0,0,0,0,0,0
25136,527.44,1827,16,97,0,576.0,1,0,0,0,0,0,0,0
25137,1302.44,1113,2,0,1,924.0,1,0,0,0,0,0,1,0
25138,1140.98,1008,16,89,0,1350.0,1,0,0,1,0,0,1,0
25139,635.08,1387,2,97,0,987.0,1,0,0,1,0,0,0,0
25140,1184.04,697,3,76,0,1193.0,1,0,0,0,1,0,1,0
25141,1270.15,1046,6,77,0,711.0,1,0,0,0,0,0,1,0
25142,473.62,1225,2,0,1,610.0,1,0,0,0,0,0,1,0
25143,1829.88,3713,16,0,1,829.0,1,0,0,0,0,0,1,0
25144,1431.61,1676,5,0,1,800.0,1,0,0,0,0,0,1,0
25145,678.13,1941,22,96,0,1228.0,1,0,0,0,0,0,0,0
25146,1636.13,856,10,54,0,2344.0,1,0,1,0,0,0,1,0
25147,1130.22,1316,2,96,0,1929.0,1,0,1,0,0,0,0,0
25148,775.01,1471,8,92,0,956.0,1,0,0,0,0,1,1,0
25149,1227.1,898,6,75,0,803.0,1,0,0,0,0,1,1,0
25150,645.84,1572,10,97,0,1218.0,1,0,0,0,0,0,0,0
25151,1862.17,1283,5,0,1,2463.0,1,0,0,0,0,0,1,0
25152,1288.45,1397,0,0,1,801.0,0,1,1,0,0,0,1,0
25153,602.78,1843,11,0,1,779.0,1,0,0,0,0,0,0,0
25154,462.85,1387,2,97,0,1482.0,1,0,1,0,0,0,0,0
25155,1130.22,945,0,0,1,1538.0,1,0,0,0,0,0,1,0
25156,1636.13,1537,4,78,0,1362.0,1,0,0,0,0,0,1,0
25157,1915.99,825,5,0,1,1028.0,1,0,0,0,0,0,1,0
25158,645.84,1463,5,97,0,1319.0,1,0,0,1,0,0,0,0
25159,850.36,1623,1,0,1,263.0,1,0,0,0,0,0,1,0
25160,742.72,1178,5,87,0,874.0,1,0,1,0,0,0,1,0
25161,1194.8,701,11,76,0,584.0,1,0,0,0,0,1,1,0
25162,818.06,1219,4,97,0,1619.0,1,0,1,0,0,0,0,0
25163,958.0,1352,16,97,0,2783.0,1,0,0,0,0,1,0,0
25164,1011.82,909,8,0,1,775.0,1,0,0,0,0,0,1,0
25165,2152.8,1688,0,0,1,1781.0,0,1,0,0,0,1,1,0
25166,828.83,1122,16,89,0,384.0,0,0,0,1,0,0,1,0
25167,925.7,1314,4,96,0,1898.0,1,0,1,0,0,0,0,0
25168,1646.89,862,4,56,0,2416.0,1,0,1,0,0,0,1,0
25169,1313.21,1644,2,0,1,761.0,1,0,0,0,0,0,1,0
25170,861.12,1138,15,81,0,898.0,1,0,0,0,0,1,1,0
25171,495.14,1593,14,97,0,1218.0,1,0,0,0,0,0,0,0
25172,753.48,1490,5,97,0,2141.0,1,0,0,1,0,0,0,0
25173,1205.57,670,4,81,0,2273.0,0,0,1,0,0,0,1,0
25174,1280.92,1475,33,0,1,869.0,1,0,0,0,0,0,1,0
25175,1399.32,1841,18,0,1,2002.0,1,0,0,0,0,0,1,0
25176,1108.69,1714,5,0,1,1395.0,1,0,0,0,0,0,1,0
25177,1259.39,761,13,81,0,2213.0,0,0,1,0,0,0,1,0
25178,2628.57,1217,0,0,1,1395.0,0,1,0,0,0,1,1,0
25179,505.91,1417,22,95,0,303.0,1,0,0,1,0,0,0,0
25181,1205.57,1501,8,0,1,296.0,1,0,0,0,0,0,1,0
25182,635.08,1712,11,97,0,353.0,1,0,0,0,0,0,0,0
25183,2195.86,1639,7,0,1,843.0,1,0,0,0,0,0,1,0
25184,1033.34,1065,4,0,1,1472.0,1,0,0,0,0,0,1,0
25185,699.66,1546,4,97,0,1574.0,1,0,0,0,0,0,0,0
25186,1683.49,1365,0,0,1,3244.0,0,1,0,1,0,0,1,0
25187,1227.1,978,4,89,0,1074.0,1,0,0,0,1,0,1,0
25188,1248.62,1730,7,0,1,565.0,1,0,0,0,0,0,1,0
25189,1184.04,2010,54,81,0,389.0,1,0,0,0,0,0,1,0
25190,1011.82,1463,6,0,1,964.0,1,0,0,0,0,0,1,0
25191,1754.53,855,4,0,1,1601.0,1,0,1,0,0,0,1,0
25192,904.18,1782,20,97,0,576.0,1,0,0,0,0,0,0,0
25193,602.78,1178,5,88,0,1497.0,1,0,0,1,0,0,1,0
25194,1022.58,900,5,91,0,1248.0,0,0,0,1,0,0,1,0
25195,1205.57,1178,4,0,1,1311.0,1,0,0,1,0,0,1,0
25196,1646.89,1081,4,0,1,1180.0,1,0,0,0,0,1,1,0
25197,914.94,3715,54,90,0,263.0,1,0,0,0,0,0,1,0
25198,1237.86,661,6,76,0,2251.0,0,0,0,0,0,1,1,0
25199,441.32,2175,6,0,1,1395.0,1,0,0,0,0,0,0,0
25200,1689.95,917,1,89,0,478.0,0,0,0,1,0,0,1,0
25201,667.37,1518,11,97,0,1388.0,1,0,0,1,0,0,0,0
25202,1969.81,1387,0,95,0,6149.0,0,1,0,1,0,0,0,0
25203,409.03,1271,2,0,1,1902.0,1,0,1,0,0,0,1,0
25204,1140.98,745,7,70,0,809.0,1,0,0,0,1,0,1,0
25205,3151.7,2166,0,0,1,718.0,0,1,0,0,0,0,1,0
25206,667.37,1536,13,0,1,1038.0,1,0,0,0,0,0,1,0
25207,1313.21,1584,17,0,1,990.0,1,0,0,0,0,0,1,0
25208,2798.64,3668,26,0,1,636.0,1,0,0,0,0,0,0,0
25209,839.59,1687,2,97,0,378.0,1,0,0,0,0,0,0,0
25210,1657.66,1092,9,86,0,1693.0,1,0,0,1,0,0,1,0
25211,688.9,1790,19,96,0,1228.0,1,0,0,0,0,0,0,0
25212,710.42,1710,9,97,0,353.0,1,0,0,0,0,0,0,0
25213,904.18,1611,11,97,0,363.0,1,0,0,0,0,0,0,0
25214,613.55,1362,3,97,0,2783.0,1,0,0,0,0,1,0,0
25215,1044.11,1185,12,90,0,439.0,1,0,0,1,0,0,1,0
25216,1582.31,1125,1,89,0,1200.0,1,0,1,0,0,0,1,0
25217,1356.26,1622,4,0,1,1056.0,1,0,0,0,0,0,1,0
25218,333.68,2113,1,0,1,963.0,1,0,0,0,0,0,1,0
25219,495.14,1632,11,97,0,1644.0,1,0,0,0,0,0,0,0
25220,613.55,1599,11,96,0,2325.0,1,0,0,1,0,0,0,0
25221,419.8,1782,5,97,0,292.0,1,0,0,0,0,0,0,0
25222,1001.05,1149,15,89,0,485.0,0,0,0,1,0,0,1,0
25223,1108.69,2450,6,97,0,245.0,1,0,0,0,0,0,0,0
25224,1001.05,1069,3,89,0,422.0,0,0,0,1,0,0,1,0
25225,979.52,980,7,0,1,1965.0,1,0,1,0,0,0,1,0
25226,1194.8,670,4,79,0,2274.0,0,0,0,0,1,0,1,0
25227,1044.11,891,10,74,0,1289.0,1,0,0,1,0,0,1,0
25228,958.0,1806,8,0,1,938.0,1,0,0,0,0,0,1,0
25229,645.84,1548,4,97,0,1218.0,1,0,0,0,0,0,0,0
25230,602.78,1435,7,96,0,1929.0,1,0,1,0,0,0,0,0
25231,1420.85,1075,11,81,0,820.0,1,0,0,1,0,0,1,0
25232,882.65,1343,15,0,1,740.0,1,0,0,0,0,0,1,0
25233,1259.39,865,29,75,0,738.0,1,0,0,0,0,1,1,0
25234,1625.36,1261,9,0,1,787.0,1,0,0,0,0,0,1,0
25235,1022.58,810,3,79,0,1172.0,1,0,1,0,0,0,1,0
25236,914.94,891,8,87,0,860.0,1,0,1,0,0,0,1,0
25237,1205.57,1182,6,0,1,1157.0,1,0,0,0,0,1,1,0
25238,5683.39,4927,28,0,1,636.0,1,0,0,0,0,0,0,0
25239,667.37,1364,11,95,0,303.0,1,0,0,1,0,0,0,0
25240,2163.56,1479,10,0,1,186.0,1,0,0,0,0,0,1,0
25241,1560.78,2735,17,90,0,182.0,1,0,0,0,0,0,0,0
25242,2174.33,3034,26,90,0,182.0,1,0,0,0,0,0,0,0
25243,699.66,1515,10,97,0,1319.0,1,0,0,1,0,0,0,0
25244,850.36,1476,3,97,0,2098.0,1,0,0,1,0,0,0,0
25245,1205.57,728,10,70,0,786.0,1,0,0,0,1,0,1,0
25246,1776.06,3662,23,0,1,636.0,1,0,0,0,0,0,0,0
25247,1044.11,1781,3,0,1,1384.0,1,0,0,0,0,0,1,0
25248,516.67,1103,6,91,0,1557.0,1,0,1,0,0,0,1,0
25249,2217.38,676,8,62,0,1201.0,1,0,0,0,0,1,1,0
25250,602.78,1450,17,97,0,2788.0,1,0,0,0,0,1,0,0
25251,2949.34,1017,0,73,0,2567.0,0,1,0,0,0,0,1,0
25252,462.85,1368,8,97,0,1557.0,1,0,0,1,0,0,0,0
25253,2626.42,1209,0,95,0,6156.0,0,1,0,1,0,0,0,0
25254,936.47,725,1,71,0,1300.0,1,0,1,0,0,0,1,0
25255,990.29,980,3,0,1,1053.0,1,0,0,1,0,0,1,0
25256,1065.64,1296,11,97,0,2783.0,1,0,0,0,0,1,0,0
25257,376.74,2336,4,0,1,543.0,1,0,0,0,0,0,1,0
25258,818.06,1218,2,97,0,1670.0,1,0,1,0,0,0,0,0
25259,2809.4,1815,3,73,0,2939.0,1,0,0,0,0,0,1,0
25260,462.85,1685,17,91,0,415.0,1,0,0,0,0,0,1,0
25261,1528.49,792,5,89,0,773.0,1,0,0,0,1,0,1,0
25262,979.52,2024,22,91,0,1184.0,1,0,0,0,0,0,1,0
25263,570.49,1490,9,0,1,1344.0,1,0,0,0,0,0,1,0
25264,1001.05,1099,10,89,0,485.0,0,0,0,1,0,0,1,0
25265,2852.46,2507,17,0,1,1457.0,1,0,0,0,0,0,1,0
25266,398.27,2210,2,0,1,543.0,1,0,0,0,0,0,1,0
25267,1474.67,704,14,76,0,451.0,0,0,0,0,0,1,1,0
25268,958.0,1356,17,97,0,2783.0,1,0,0,0,0,1,0,0
25269,1280.92,701,21,76,0,638.0,0,0,0,0,0,1,1,0
25270,462.85,1329,8,94,0,2876.0,1,0,0,0,0,1,0,1
25271,430.56,1347,5,0,1,839.0,1,0,0,0,0,0,1,0
25272,914.94,1290,25,87,0,479.0,1,0,0,0,0,0,1,0
25273,1259.39,1607,4,0,1,1033.0,1,0,0,0,0,0,0,0
25274,785.77,1828,22,96,0,1228.0,1,0,0,0,0,0,0,0
25275,1130.22,717,7,76,0,821.0,0,0,0,0,0,1,1,0
25276,2260.44,3396,31,86,0,374.0,1,0,0,0,0,0,1,0
25277,753.48,1599,11,97,0,1270.0,1,0,0,0,0,0,0,0
25278,2238.91,1264,3,0,1,1655.0,1,0,0,0,0,0,1,0
25279,613.55,1635,12,96,0,2325.0,1,0,0,1,0,0,0,0
25280,2034.4,2676,15,90,0,182.0,1,0,0,0,0,0,0,0
25281,1205.57,1559,1,0,1,4224.0,1,0,0,0,0,0,1,0
25282,2249.68,2346,4,90,0,182.0,1,0,0,0,0,0,0,0
25283,1248.62,1081,2,74,0,2185.0,1,0,1,0,0,0,1,0
25284,1184.04,988,10,0,1,2693.0,1,0,0,0,0,1,1,0
25285,1087.16,1297,6,70,0,909.0,1,0,0,0,0,0,1,0
25286,3468.16,923,0,0,1,1693.0,0,1,0,1,0,0,1,0
25287,839.59,1263,9,97,0,1669.0,1,0,1,0,0,0,0,0
25288,2174.33,2891,17,90,0,182.0,1,0,0,0,0,0,0,0
25289,1851.41,924,0,75,0,1296.0,0,1,0,1,0,0,1,0
25290,785.77,1018,10,89,0,1378.0,1,0,0,1,0,0,1,0
25291,688.9,1604,9,97,0,1644.0,1,0,0,0,0,0,0,0
25292,1033.34,1299,8,97,0,1497.0,1,0,1,0,0,0,0,0
25293,624.31,1760,10,96,0,1299.0,1,0,0,0,0,0,0,0
25294,1474.67,1680,22,91,0,662.0,1,0,0,0,0,0,1,0
25295,1345.5,929,1,70,0,336.0,1,0,0,1,0,0,1,0
25296,602.78,1476,13,96,0,1929.0,1,0,1,0,0,0,0,0
25297,1237.86,868,10,79,0,359.0,1,0,0,1,0,0,1,0
25298,1184.04,1233,1,0,1,239.0,1,0,0,0,0,0,1,0
25299,1765.3,1065,9,89,0,1207.0,1,0,1,0,0,0,1,0
25300,807.3,1100,10,0,1,2519.0,1,0,1,0,0,0,1,0
25301,1140.98,1052,3,0,1,1502.0,1,0,1,0,0,0,1,0
25302,1011.82,1844,11,96,0,453.0,1,0,0,0,0,0,0,0
25303,1496.2,1500,3,0,1,571.0,1,0,0,0,0,0,1,0
25304,1442.38,1179,4,86,0,585.0,1,0,1,0,0,0,1,0
25305,1560.78,1089,5,76,0,2809.0,1,0,1,0,0,0,1,0
25306,871.88,3026,18,0,1,953.0,1,0,0,0,0,0,1,0
25307,678.13,1879,14,96,0,1228.0,1,0,0,0,0,0,0,0
25308,1151.75,1650,8,89,0,978.0,1,0,0,0,0,0,1,0
25309,1776.06,3320,4,0,1,636.0,1,0,0,0,0,0,0,0
25310,3229.2,830,0,90,0,488.0,0,1,0,0,0,1,1,0
25311,3896.57,1065,17,0,1,1481.0,1,0,1,0,0,0,1,0
25312,1776.06,2140,23,0,1,1136.0,1,0,0,0,0,0,1,0
25313,3151.7,698,0,74,0,1688.0,0,1,1,0,0,0,1,0
25314,1959.05,1684,8,0,1,3276.0,1,0,0,0,0,0,1,0
25315,1302.44,845,3,74,0,598.0,1,0,0,0,0,0,1,0
25316,1959.05,1506,6,0,1,3181.0,1,0,0,0,0,0,1,0
25317,1291.68,1022,20,91,0,856.0,0,0,0,1,0,0,1,0
25318,2040.85,1078,0,0,1,710.0,0,1,1,0,0,0,1,0
25319,1313.21,3649,21,0,1,636.0,1,0,0,0,0,0,0,0
25320,602.78,1742,4,89,0,897.0,1,0,0,0,0,0,1,0
25321,1679.18,869,18,89,0,380.0,0,0,0,1,0,0,1,0
25322,484.38,1115,8,89,0,2207.0,1,0,1,0,0,0,1,0
25323,1894.46,1082,10,0,1,929.0,1,0,0,0,0,0,1,0
25324,1194.8,611,4,76,0,584.0,1,0,0,0,0,1,1,0
25325,968.76,1087,3,0,1,1509.0,1,0,1,0,0,0,1,0
25326,1011.82,1107,19,80,0,372.0,1,0,0,0,0,1,1,0
25327,1888.01,1419,0,0,1,609.0,0,1,0,1,0,0,1,0
25328,1270.15,913,13,80,0,753.0,1,0,0,0,0,1,1,0
25329,871.88,1375,16,95,0,374.0,1,0,0,1,0,0,0,0
25330,1270.15,945,2,75,0,1786.0,1,0,0,0,0,1,1,0
25331,1237.86,1188,7,85,0,576.0,1,0,0,0,0,1,1,0
25332,1614.6,1982,0,0,1,1053.0,0,1,0,1,0,0,1,0
25333,968.76,939,1,72,0,924.0,1,0,0,0,0,1,1,0
25334,688.9,1465,2,0,1,1652.0,1,0,1,0,0,0,1,0
25335,2023.63,1260,4,0,1,1261.0,1,0,0,0,0,0,1,0
25336,818.06,1240,7,97,0,1060.0,1,0,1,0,0,0,0,0
25337,1097.93,1281,15,90,0,835.0,1,0,0,1,0,0,1,0
25338,2249.68,1622,5,0,1,575.0,1,0,0,0,0,0,1,0
25339,753.48,1104,16,91,0,590.0,1,0,0,1,0,0,1,0
25340,581.26,1806,13,85,0,312.0,1,0,0,0,0,0,1,0
25341,1560.78,2555,14,90,0,182.0,1,0,0,0,0,0,0,0
25342,5500.4,556,0,0,1,1305.0,0,1,0,1,0,0,1,0
25343,602.78,1833,15,0,1,740.0,1,0,0,0,0,0,1,0
25344,990.29,889,3,90,0,2643.0,1,0,1,0,0,0,1,0
25345,818.06,1238,5,97,0,1392.0,1,0,1,0,0,0,0,0
25346,1720.09,2325,0,0,1,986.0,0,1,0,0,0,0,1,0
25347,4221.64,959,0,0,1,2079.0,0,1,0,1,0,0,1,0
25348,861.12,906,5,81,0,2263.0,1,0,1,0,0,0,1,0
25349,764.24,1742,8,96,0,1299.0,1,0,0,0,0,0,0,0
25350,742.72,2519,11,90,0,182.0,1,0,0,0,0,0,0,0
25351,3778.16,622,0,75,0,1534.0,0,1,0,0,0,0,1,0
25352,1754.53,2509,4,0,1,1841.0,1,0,0,0,0,0,1,0
25353,1356.26,1143,7,0,1,916.0,1,0,0,0,0,1,1,0
25354,1367.03,951,10,0,1,1616.0,1,0,1,0,0,0,1,0
25355,731.95,1598,5,97,0,873.0,1,0,0,0,0,0,0,0
25356,452.09,1816,8,97,0,348.0,1,0,0,0,0,0,0,0
25357,688.9,1613,10,97,0,1644.0,1,0,0,0,0,0,0,0
25358,484.38,1478,10,97,0,1336.0,1,0,0,1,0,0,0,0
25359,1485.43,1057,14,77,0,711.0,1,0,0,0,0,0,1,0
25360,581.26,1720,8,81,0,415.0,1,0,0,0,0,0,1,0
25361,1130.22,1287,13,96,0,1929.0,1,0,1,0,0,0,0,0
25362,1280.92,1299,19,95,0,358.0,1,0,0,1,0,0,0,0
25363,731.95,1489,6,97,0,1984.0,1,0,0,1,0,0,0,0
25364,548.96,1321,5,0,1,783.0,1,0,0,0,0,0,1,0
25365,1044.11,747,11,71,0,1150.0,1,0,1,0,0,0,1,0
25366,1044.11,1572,12,91,0,1619.0,1,0,0,0,0,0,1,0
25367,688.9,1819,24,96,0,1228.0,1,0,0,0,0,0,0,0
25368,2098.98,1543,12,97,0,595.0,1,0,0,0,0,0,0,0
25369,1054.87,1218,13,90,0,492.0,1,0,0,1,0,0,1,0
25370,721.19,1262,11,91,0,415.0,1,0,0,1,0,0,1,0
25371,1173.28,920,7,59,0,325.0,1,0,0,1,0,0,1,0
25372,548.96,1057,4,0,1,907.0,1,0,0,0,0,0,1,0
25373,441.32,3039,6,0,1,1035.0,1,0,0,0,0,0,0,0
25374,2281.97,1446,3,80,0,430.0,1,0,0,0,0,0,1,0
25375,936.47,774,8,73,0,1986.0,1,0,0,0,0,1,1,0
25376,1786.82,911,0,0,1,407.0,1,0,0,0,0,0,1,0
25377,1270.15,1059,9,0,1,2585.0,1,0,0,0,0,1,1,0
25378,904.18,1836,4,0,1,1162.0,1,0,0,0,0,0,1,0
25379,624.31,1754,9,96,0,1299.0,1,0,0,0,0,0,0,0
25380,1517.72,1168,18,0,1,655.0,1,0,0,0,0,1,1,0
25381,678.13,1873,13,96,0,1228.0,1,0,0,0,0,0,0,0
25382,484.38,1352,12,97,0,1516.0,1,0,1,0,0,0,0,0
25383,839.59,1155,6,0,1,2526.0,1,0,1,0,0,0,1,0
25384,1442.38,1505,14,96,0,302.0,1,0,0,0,0,0,0,0
25385,2341.17,1196,0,0,1,1425.0,0,1,0,1,0,0,1,0
25386,839.59,1263,9,87,0,525.0,1,0,0,0,0,0,1,0
25387,1345.5,1029,7,0,1,1788.0,1,0,1,0,0,0,1,0
25388,1754.53,1453,1,0,1,3192.0,1,0,0,0,0,0,1,0
25389,710.42,1682,4,97,0,353.0,1,0,0,0,0,0,0,0
25390,1642.59,1711,0,0,1,1250.0,0,1,0,0,0,0,1,0
25391,839.59,1882,4,0,1,296.0,1,0,0,0,0,0,1,0
25392,1846.03,1289,0,0,1,1492.0,0,1,0,0,0,0,1,0
25393,2798.64,1251,0,0,1,561.0,0,1,0,0,0,0,1,0
25394,1700.71,1934,6,0,1,1360.0,1,0,0,0,0,0,1,0
25395,452.09,1352,5,97,0,1792.0,1,0,1,0,0,0,0,0
25396,1151.75,1085,4,74,0,2106.0,1,0,1,0,0,0,1,0
25397,1022.58,1389,3,0,1,694.0,1,0,0,0,0,0,1,0
25398,914.94,1333,8,0,1,1222.0,1,0,0,0,0,1,1,0
25399,1194.8,1163,1,0,1,748.0,1,0,1,0,0,0,1,0
25400,1140.98,977,3,89,0,1024.0,1,0,0,0,1,0,1,0
25401,1248.62,841,13,80,0,1600.0,1,0,0,1,0,0,1,0
25402,2378.84,1513,4,0,1,973.0,1,0,0,0,0,0,1,0
25403,1130.22,1312,13,96,0,1917.0,1,0,1,0,0,0,0,0
25404,1054.87,918,1,0,1,1287.0,1,0,0,0,0,1,1,0
25405,2152.8,1161,5,0,1,2799.0,1,0,0,0,0,0,1,0
25406,1151.75,847,3,72,0,1309.0,1,0,0,1,0,0,1,0
25407,1151.75,1363,17,87,0,544.0,1,0,0,0,0,0,1,0
25408,409.03,1614,7,0,1,672.0,1,0,0,0,0,0,1,0
25409,753.48,1201,7,87,0,857.0,1,0,1,0,0,0,1,0
25410,764.24,1257,1,95,0,2603.0,1,0,0,0,1,0,0,0
25411,968.76,1123,11,72,0,1065.0,1,0,0,0,0,0,1,0
25412,742.72,1699,20,97,0,1574.0,1,0,0,0,0,0,0,0
25413,1313.21,1371,20,76,0,2707.0,1,0,1,0,0,0,1,0
25414,419.8,1715,14,93,0,476.0,1,0,0,0,0,0,0,1
25415,2260.44,3666,21,0,1,1055.0,1,0,0,0,0,0,1,0
25416,613.55,1676,13,96,0,2325.0,1,0,0,1,0,0,0,0
25417,1743.77,1204,4,0,1,1584.0,1,0,0,0,0,0,1,0
25418,1431.61,559,1,76,0,1020.0,0,0,0,0,1,0,1,0
25419,1001.05,1467,19,86,0,204.0,1,0,0,1,0,0,1,0
25420,828.83,802,2,74,0,2922.0,1,0,0,1,0,0,1,0
25421,1194.8,1550,2,0,1,1289.0,1,0,0,0,0,0,0,0
25422,1302.44,1307,3,0,1,1091.0,1,0,0,0,0,1,1,0
25423,581.26,1366,2,97,0,1589.0,1,0,1,0,0,0,0,0
25424,1065.64,985,9,0,1,994.0,1,0,0,0,0,1,1,0
25425,871.88,2064,25,0,1,1684.0,1,0,0,0,0,0,1,0
25426,1076.4,1003,10,91,0,2088.0,1,0,0,0,1,0,1,0
25427,1173.28,1696,4,0,1,1162.0,1,0,0,0,0,0,1,0
25428,1636.13,2048,11,0,1,980.0,1,0,0,0,0,0,1,0
25429,1054.87,1327,5,91,0,506.0,1,0,0,1,0,0,1,0
25430,2514.47,1228,0,0,1,781.0,0,1,1,0,0,0,1,0
25431,699.66,1464,3,97,0,1319.0,1,0,0,1,0,0,0,0
25432,1819.12,995,6,0,1,2584.0,1,0,0,0,0,1,1,0
25433,710.42,2370,4,97,0,145.0,1,0,0,0,0,0,0,0
25434,1205.57,1659,32,89,0,811.0,1,0,0,0,0,0,1,0
25435,1173.28,1491,4,73,0,910.0,1,0,0,0,0,0,1,0
25436,1399.32,3454,33,86,0,374.0,1,0,0,0,0,0,1,0
25437,1151.75,2172,27,87,0,450.0,1,0,0,0,0,0,1,0
25438,958.0,1356,14,97,0,2788.0,1,0,0,0,0,1,0,0
25439,645.84,1688,4,97,0,818.0,1,0,0,0,0,0,0,0
25440,484.38,1486,12,97,0,1336.0,1,0,0,1,0,0,0,0
25441,699.66,1608,11,97,0,1574.0,1,0,0,0,0,0,0,0
25442,785.77,1271,6,95,0,1047.0,1,0,0,1,0,0,0,0
25443,764.24,2605,16,95,0,1148.0,1,0,0,0,0,0,0,0
25444,419.8,1808,7,97,0,348.0,1,0,0,0,0,0,0,0
25445,1130.22,1282,12,96,0,1929.0,1,0,1,0,0,0,0,0
25446,452.09,1532,6,96,0,2256.0,1,0,0,1,0,0,0,0
25447,990.29,1274,6,96,0,1929.0,1,0,1,0,0,0,0,0
25448,785.77,1257,22,95,0,303.0,1,0,0,1,0,0,0,0
25449,904.18,1776,19,97,0,576.0,1,0,0,0,0,0,0,0
25450,678.13,2595,3,0,1,708.0,1,0,0,0,0,0,0,0
25451,742.72,2475,1,0,1,708.0,1,0,0,0,0,0,0,0
25452,904.18,1546,5,96,0,3041.0,1,0,0,1,0,0,0,0
25453,904.18,1630,5,96,0,2325.0,1,0,0,1,0,0,0,0
25454,678.13,1948,23,96,0,1228.0,1,0,0,0,0,0,0,0
25455,958.0,1382,23,97,0,2783.0,1,0,0,0,0,1,0,0
25456,688.9,1691,19,97,0,1644.0,1,0,0,0,0,0,0,0
25457,958.0,1423,23,97,0,2788.0,1,0,0,0,0,1,0,0
25458,785.77,1894,30,96,0,1228.0,1,0,0,0,0,0,0,0
25459,1313.21,3606,17,0,1,636.0,1,0,0,0,0,0,0,0
25460,1485.43,1199,9,96,0,1935.0,1,0,1,0,0,0,0,0
25461,979.52,1688,3,96,0,1299.0,1,0,0,0,0,0,0,0
25462,904.18,1625,4,96,0,2325.0,1,0,0,1,0,0,0,0
25463,764.24,1789,17,96,0,1299.0,1,0,0,0,0,0,0,0
25464,904.18,1175,2,97,0,1888.0,1,0,1,0,0,0,0,0
25465,452.09,1498,4,96,0,2256.0,1,0,0,1,0,0,0,0
25466,635.08,1759,12,97,0,378.0,1,0,0,0,0,0,0,0
25467,667.37,1340,5,95,0,374.0,1,0,0,1,0,0,0,0
25468,602.78,1435,1,96,0,1843.0,1,0,1,0,0,0,0,0
25469,721.19,1277,3,97,0,1903.0,1,0,1,0,0,0,0,0
25470,678.13,1340,9,97,0,1468.0,1,0,1,0,0,0,0,0
25471,581.26,1361,8,97,0,1556.0,1,0,1,0,0,0,0,0
25472,495.14,1618,17,97,0,1218.0,1,0,0,0,0,0,0,0
25473,688.9,1836,27,96,0,1228.0,1,0,0,0,0,0,0,0
25474,1065.64,1370,24,97,0,2783.0,1,0,0,0,0,1,0,0
25475,645.84,2549,5,0,1,708.0,1,0,0,0,0,0,0,0
25476,452.09,1542,7,96,0,2256.0,1,0,0,1,0,0,0,0
25477,828.83,1721,16,96,0,725.0,1,0,0,0,0,0,0,0
25478,495.14,1608,4,97,0,1353.0,1,0,0,0,0,0,0,0
25479,764.24,1345,8,97,0,2788.0,1,0,0,0,0,1,0,0
25480,473.62,1467,2,97,0,1984.0,1,0,0,1,0,0,0,0
25481,667.37,1366,17,95,0,1047.0,1,0,0,1,0,0,0,0
25482,742.72,1643,13,97,0,1574.0,1,0,0,0,0,0,0,0
25483,1033.34,1326,5,97,0,1446.0,1,0,1,0,0,0,0,0
25484,1237.86,1221,6,97,0,1468.0,1,0,1,0,0,0,0,0
25485,1011.82,1639,17,97,0,1644.0,1,0,0,0,0,0,0,0
25486,990.29,1363,19,97,0,2783.0,1,0,0,0,0,1,0,0
25487,1485.43,1203,10,96,0,1935.0,1,0,1,0,0,0,0,0
25488,635.08,1940,4,97,0,567.0,1,0,0,0,0,0,0,0
25489,613.55,1452,12,97,0,1482.0,1,0,1,0,0,0,0,0
25490,1033.34,1257,6,97,0,1516.0,1,0,1,0,0,0,0,0
25491,839.59,1209,2,97,0,1633.0,1,0,1,0,0,0,0,0
25492,699.66,1689,20,97,0,1353.0,1,0,0,0,0,0,0,0
25493,1119.46,1598,7,97,0,383.0,1,0,0,0,0,0,0,0
25494,635.08,1686,15,97,0,353.0,1,0,0,0,0,0,0,0
25495,624.31,1741,7,96,0,1299.0,1,0,0,0,0,0,0,0
25496,473.62,1518,10,97,0,1984.0,1,0,0,1,0,0,0,0
25497,688.9,1871,30,96,0,1228.0,1,0,0,0,0,0,0,0
25498,882.65,1669,7,0,1,782.0,1,0,0,0,0,0,0,0
25499,699.66,1681,19,97,0,1353.0,1,0,0,0,0,0,0,0
25500,1130.22,1261,8,96,0,1917.0,1,0,1,0,0,0,0,0
25501,699.66,1608,11,97,0,1644.0,1,0,0,0,0,0,0,0
25502,818.06,1323,2,97,0,3155.0,1,0,0,0,1,0,0,0
25503,2798.64,3725,20,0,1,636.0,1,0,0,0,0,0,0,0
25504,731.95,1653,5,97,0,906.0,1,0,0,0,0,0,0,0
25505,764.24,1810,20,96,0,1299.0,1,0,0,0,0,0,0,0
25506,764.24,1410,14,97,0,2783.0,1,0,0,0,0,1,0,0
25507,473.62,1499,7,97,0,1984.0,1,0,0,1,0,0,0,0
25508,592.02,1334,5,97,0,1556.0,1,0,1,0,0,0,0,0
