Area (SQFT),Unit Price ($ PSF),Type of Sale,Property Type,Planning Region,Floor,Remaining Tenure,Is Freehold,walk_distance
1130.22,1071,Resale,Executive Condominium,West Region,16,93,0,1438.0
1679.18,1787,Resale,Apartment,Central Region,12,0,1,775.0
1248.62,1105,Resale,Condominium,Central Region,16,73,0,749.0
904.18,1686,New Sale,Condominium,Central Region,8,97,0,493.0
968.76,877,Resale,Condominium,West Region,8,79,0,1696.0
527.44,1447,New Sale,Apartment,North East Region,5,97,0,1319.0
1162.51,2388,New Sale,Apartment,Central Region,6,90,0,182.0
893.41,1845,New Sale,Apartment,Central Region,2,0,1,716.0
1237.86,1598,Resale,Condominium,Central Region,3,85,0,647.0
1130.22,1371,Resale,Apartment,Central Region,9,91,0,442.0
861.12,970,Resale,Condominium,North Region,11,89,0,958.0
1474.67,1546,Resale,Condominium,Central Region,40,87,0,612.0
1065.64,1439,New Sale,Apartment,West Region,31,97,0,2783.0
1140.98,732,Resale,Executive Condominium,East Region,8,81,0,2302.0
1227.1,1579,New Sale,Apartment,Central Region,10,97,0,348.0
1894.46,1504,Resale,Condominium,Central Region,2,78,0,909.0
635.08,1757,New Sale,Condominium,Central Region,3,96,0,292.0
581.26,1273,Resale,Apartment,North East Region,15,92,0,881.0
376.74,1672,Resale,Apartment,Central Region,2,0,1,1653.0
1054.87,1669,New Sale,Condominium,Central Region,11,97,0,674.0
1410.08,1206,Resale,Condominium,Central Region,2,0,1,1079.0
699.66,2030,Resale,Condominium,Central Region,3,92,0,1481.0
979.52,1268,New Sale,Condominium,North East Region,7,95,0,374.0
1377.79,1219,Resale,Condominium,East Region,10,87,0,857.0
2389.61,1067,Resale,Apartment,Central Region,14,0,1,775.0
1410.08,713,Resale,Executive Condominium,West Region,9,76,0,759.0
990.29,1111,Resale,Condominium,Central Region,4,0,1,1240.0
1011.82,1433,Resale,Condominium,Central Region,7,70,0,1141.0
1410.08,1078,Resale,Condominium,West Region,8,88,0,1214.0
1119.46,849,Resale,Executive Condominium,North East Region,1,89,0,413.0
850.36,1646,Resale,Condominium,Central Region,4,0,1,1219.0
925.7,1647,New Sale,Apartment,Central Region,9,97,0,348.0
968.76,1711,New Sale,Apartment,Central Region,6,96,0,725.0
1388.56,1548,Resale,Condominium,Central Region,17,90,0,244.0
527.44,1558,New Sale,Apartment,North East Region,16,97,0,1336.0
1216.33,1258,Resale,Apartment,Central Region,3,0,1,797.0
1722.24,1266,Resale,Condominium,East Region,3,0,1,2139.0
818.06,1260,New Sale,Condominium,East Region,7,97,0,1382.0
1173.28,1164,New Sale,Condominium,East Region,15,96,0,1929.0
2766.35,3899,New Sale,Apartment,Central Region,19,0,1,636.0
516.67,1868,New Sale,Apartment,Central Region,13,97,0,292.0
559.73,2857,New Sale,Apartment,Central Region,6,97,0,1647.0
688.9,1842,New Sale,Apartment,Central Region,3,96,0,405.0
936.47,1089,Resale,Apartment,Central Region,3,74,0,564.0
1313.21,1051,Resale,Condominium,West Region,1,83,0,2676.0
667.37,1492,New Sale,Apartment,North East Region,11,97,0,1336.0
613.55,1434,Resale,Apartment,Central Region,2,0,1,2204.0
1528.49,965,Resale,Condominium,Central Region,8,73,0,671.0
688.9,1871,New Sale,Apartment,Central Region,7,96,0,405.0
807.3,1376,New Sale,Apartment,West Region,16,95,0,2883.0
1205.57,871,Resale,Condominium,West Region,5,74,0,2651.0
882.65,2037,Resale,Condominium,Central Region,4,86,0,658.0
2371.31,1215,Resale,Terrace House,East Region,0,0,1,1138.0
990.29,798,Resale,Apartment,North East Region,5,76,0,340.0
559.73,2945,New Sale,Apartment,Central Region,12,97,0,1647.0
656.6,1637,Resale,Apartment,Central Region,11,81,0,415.0
2249.68,1967,Resale,Condominium,Central Region,4,0,1,1962.0
527.44,2218,Resale,Apartment,Central Region,16,0,1,636.0
592.02,1318,Resale,Condominium,East Region,4,91,0,689.0
936.47,1718,New Sale,Condominium,Central Region,14,96,0,405.0
1895.54,1161,Resale,Terrace House,North East Region,0,0,1,1068.0
1291.68,1750,Resale,Condominium,Central Region,3,0,1,2468.0
570.49,2016,Sub Sale,Apartment,Central Region,3,0,1,194.0
1776.06,1676,New Sale,Apartment,Central Region,5,97,0,847.0
365.98,1476,Resale,Condominium,East Region,2,0,1,1697.0
1550.02,1265,Resale,Apartment,Central Region,13,0,1,1142.0
807.3,1820,New Sale,Apartment,Central Region,5,0,1,779.0
958.0,1075,Resale,Condominium,North East Region,1,89,0,1967.0
1227.1,815,Resale,Apartment,Central Region,2,74,0,598.0
1237.86,1171,Resale,Condominium,North East Region,9,92,0,917.0
925.7,1620,Resale,Apartment,Central Region,2,0,1,490.0
979.52,1436,New Sale,Apartment,West Region,15,95,0,2319.0
1119.46,1851,New Sale,Apartment,Central Region,26,95,0,619.0
1162.51,2059,Resale,Apartment,Central Region,30,87,0,450.0
764.24,1878,New Sale,Apartment,Central Region,30,96,0,1299.0
1001.05,1099,Resale,Executive Condominium,North East Region,3,89,0,479.0
8940.58,1007,Resale,Detached House,North East Region,0,0,1,1343.0
2604.89,1612,Resale,Condominium,Central Region,19,86,0,430.0
462.85,1394,New Sale,Condominium,East Region,2,97,0,1545.0
1237.86,646,Resale,Condominium,North Region,1,76,0,1477.0
1194.8,1088,New Sale,Apartment,Central Region,18,93,0,323.0
1173.28,1006,Resale,Apartment,East Region,2,0,1,978.0
914.94,1284,New Sale,Condominium,East Region,12,97,0,1545.0
1065.64,1126,Resale,Condominium,Central Region,6,0,1,1156.0
645.84,1448,New Sale,Apartment,North East Region,3,97,0,1319.0
3084.96,1066,Resale,Semi-Detached House,North East Region,0,0,1,1251.0
1248.62,633,Resale,Executive Condominium,North Region,12,76,0,1069.0
645.84,2666,New Sale,Apartment,Central Region,31,0,1,740.0
1130.22,998,Resale,Condominium,East Region,5,91,0,1637.0
1937.52,712,Resale,Executive Condominium,North East Region,17,80,0,711.0
958.0,2628,New Sale,Apartment,Central Region,21,0,1,740.0
548.96,1602,New Sale,Apartment,Central Region,8,0,1,665.0
688.9,1836,New Sale,Apartment,Central Region,12,96,0,1299.0
818.06,1889,New Sale,Apartment,Central Region,10,0,1,779.0
796.54,1791,New Sale,Apartment,Central Region,4,0,1,302.0
914.94,1202,New Sale,Condominium,East Region,2,97,0,1516.0
656.6,1767,New Sale,Apartment,Central Region,14,96,0,462.0
581.26,2744,New Sale,Apartment,Central Region,3,0,1,812.0
3422.95,885,New Sale,Terrace House,North East Region,0,0,1,2543.0
645.84,2682,New Sale,Apartment,Central Region,33,0,1,740.0
958.0,2621,New Sale,Apartment,Central Region,20,0,1,740.0
624.31,2923,New Sale,Apartment,Central Region,8,0,1,812.0
1054.87,1761,New Sale,Apartment,Central Region,8,96,0,1299.0
484.38,1466,New Sale,Apartment,North East Region,8,97,0,979.0
602.78,1490,New Sale,Apartment,Central Region,5,97,0,786.0
1108.69,1245,New Sale,Apartment,North East Region,8,97,0,1557.0
581.26,1351,New Sale,Condominium,East Region,4,97,0,1446.0
785.77,1672,New Sale,Apartment,Central Region,4,97,0,786.0
452.09,2524,New Sale,Apartment,Central Region,3,0,1,1862.0
1280.92,1283,New Sale,Apartment,West Region,13,97,0,2788.0
473.62,1533,New Sale,Apartment,North East Region,8,97,0,2041.0
764.24,1695,New Sale,Condominium,Central Region,10,97,0,576.0
2131.27,1103,Resale,Condominium,West Region,4,0,1,680.0
958.0,2606,New Sale,Apartment,Central Region,18,0,1,740.0
656.6,1348,New Sale,Condominium,East Region,9,97,0,1060.0
645.84,2659,New Sale,Apartment,Central Region,30,0,1,740.0
1603.84,2051,New Sale,Condominium,Central Region,5,97,0,573.0
785.77,1909,New Sale,Apartment,Central Region,32,96,0,1228.0
635.08,1814,New Sale,Apartment,Central Region,15,97,0,378.0
1033.34,1177,New Sale,Condominium,East Region,1,97,0,1958.0
1173.28,2177,New Sale,Apartment,Central Region,6,90,0,182.0
1011.82,1388,New Sale,Apartment,North East Region,5,97,0,979.0
699.66,1789,New Sale,Apartment,Central Region,17,97,0,348.0
1044.11,2045,New Sale,Condominium,Central Region,6,97,0,527.0
699.66,1687,New Sale,Apartment,Central Region,12,0,1,782.0
635.08,1497,New Sale,Apartment,North East Region,11,97,0,1336.0
484.38,1375,New Sale,Condominium,East Region,12,97,0,1572.0
462.85,1402,New Sale,Condominium,East Region,3,97,0,1516.0
613.55,1398,New Sale,Apartment,West Region,10,97,0,2783.0
1011.82,1394,New Sale,Apartment,North East Region,6,97,0,979.0
1044.11,2016,New Sale,Condominium,Central Region,4,97,0,527.0
742.72,1649,New Sale,Condominium,Central Region,11,97,0,1644.0
904.18,1688,New Sale,Condominium,Central Region,7,97,0,576.0
3132.32,871,New Sale,Terrace House,North East Region,0,0,1,2572.0
473.62,1689,New Sale,Apartment,Central Region,3,97,0,805.0
645.84,2697,New Sale,Apartment,Central Region,35,0,1,740.0
527.44,2106,New Sale,Apartment,Central Region,37,96,0,725.0
1345.5,1730,New Sale,Apartment,Central Region,3,96,0,1299.0
645.84,2690,New Sale,Apartment,Central Region,34,0,1,740.0
462.85,1411,New Sale,Apartment,North East Region,11,97,0,1492.0
592.02,1993,New Sale,Apartment,Central Region,13,96,0,405.0
452.09,2528,New Sale,Apartment,Central Region,1,0,1,1862.0
635.08,1408,New Sale,Apartment,North East Region,3,97,0,1300.0
538.2,1479,New Sale,Apartment,North East Region,12,97,0,2041.0
656.6,1797,New Sale,Apartment,Central Region,21,96,0,1299.0
925.7,1392,New Sale,Apartment,North East Region,8,97,0,1319.0
527.44,1724,New Sale,Condominium,Central Region,13,97,0,486.0
484.38,1441,New Sale,Apartment,North East Region,6,97,0,1351.0
484.38,2717,New Sale,Apartment,Central Region,3,0,1,708.0
645.84,2682,New Sale,Apartment,Central Region,33,0,1,740.0
592.02,1360,New Sale,Condominium,East Region,11,97,0,1482.0
602.78,1484,New Sale,Condominium,East Region,12,96,0,1872.0
968.76,1436,New Sale,Apartment,North East Region,2,96,0,3041.0
1011.82,1270,New Sale,Apartment,North East Region,1,97,0,1300.0
914.94,1296,New Sale,Apartment,North East Region,18,97,0,979.0
667.37,1418,New Sale,Apartment,North East Region,3,97,0,1351.0
979.52,1705,New Sale,Condominium,Central Region,4,96,0,440.0
473.62,1674,New Sale,Apartment,North East Region,10,97,0,2136.0
1410.08,1206,Resale,Condominium,West Region,10,0,1,547.0
1614.6,1827,Resale,Terrace House,North East Region,0,0,1,2275.0
828.83,1001,Resale,Condominium,North Region,3,90,0,1872.0
1270.15,768,Resale,Apartment,West Region,8,74,0,408.0
495.14,1676,New Sale,Condominium,Central Region,14,97,0,1353.0
667.37,1491,New Sale,Apartment,North East Region,8,97,0,1388.0
904.18,1261,Resale,Condominium,East Region,4,87,0,968.0
1022.58,1299,Resale,Condominium,East Region,10,0,1,2458.0
1011.82,1385,New Sale,Apartment,North East Region,5,97,0,1336.0
548.96,1592,New Sale,Apartment,Central Region,7,0,1,665.0
2356.24,755,Resale,Terrace House,North Region,0,90,0,2865.0
796.54,1105,Resale,Condominium,East Region,7,91,0,1563.0
1001.05,1129,Resale,Condominium,East Region,11,87,0,479.0
1033.34,948,Resale,Apartment,Central Region,5,0,1,495.0
914.94,1654,New Sale,Apartment,Central Region,10,97,0,383.0
3553.2,985,Resale,Semi-Detached House,North East Region,0,0,1,2088.0
1356.26,1386,Resale,Condominium,Central Region,25,83,0,282.0
731.95,1644,New Sale,Apartment,North East Region,12,97,0,2135.0
871.88,1422,Resale,Condominium,North East Region,13,86,0,204.0
473.62,3589,New Sale,Apartment,Central Region,15,0,1,438.0
1517.72,718,Resale,Condominium,East Region,7,70,0,1906.0
914.94,2572,New Sale,Apartment,Central Region,18,0,1,740.0
1087.16,1233,Resale,Condominium,Central Region,1,88,0,263.0
968.76,1631,Sub Sale,Apartment,North Region,6,94,0,559.0
1087.16,1326,New Sale,Condominium,East Region,11,97,0,1401.0
667.37,1443,New Sale,Apartment,North East Region,6,97,0,1351.0
1076.4,1626,Resale,Condominium,Central Region,27,89,0,911.0
1216.33,692,Resale,Condominium,North Region,9,77,0,1191.0
1076.4,1347,Resale,Apartment,North East Region,2,0,1,759.0
495.14,1192,Resale,Condominium,East Region,14,87,0,1050.0
2981.63,1073,Resale,Terrace House,North East Region,0,0,1,2314.0
1270.15,1353,Resale,Condominium,Central Region,7,80,0,2606.0
635.08,1907,New Sale,Condominium,Central Region,3,97,0,567.0
602.78,2017,New Sale,Condominium,Central Region,6,96,0,345.0
1151.75,2127,Resale,Condominium,Central Region,10,0,1,1303.0
559.73,3010,New Sale,Apartment,Central Region,15,97,0,1647.0
484.38,1259,Sub Sale,Apartment,North East Region,6,93,0,1376.0
3336.84,569,Resale,Terrace House,North East Region,0,92,0,3050.0
1453.14,860,Resale,Apartment,Central Region,21,60,0,1535.0
3584.41,4687,Resale,Condominium,Central Region,23,0,1,948.0
1108.69,1559,New Sale,Condominium,Central Region,13,97,0,1644.0
1334.74,1624,Resale,Apartment,Central Region,12,0,1,1419.0
1679.18,1429,Resale,Condominium,Central Region,5,0,1,2758.0
462.85,1923,New Sale,Condominium,Central Region,14,96,0,405.0
1959.05,1674,Resale,Condominium,Central Region,2,0,1,1529.0
1657.66,2624,Resale,Condominium,Central Region,8,0,1,1236.0
516.67,3019,Resale,Condominium,Central Region,2,0,1,943.0
462.85,3715,New Sale,Apartment,Central Region,13,0,1,438.0
1377.79,893,Resale,Condominium,East Region,1,75,0,1523.0
678.13,2008,New Sale,Apartment,Central Region,29,96,0,1228.0
678.13,1335,New Sale,Condominium,East Region,6,97,0,1475.0
731.95,1120,Resale,Condominium,East Region,5,0,1,2497.0
1937.52,1084,Resale,Condominium,East Region,30,76,0,2707.0
1011.82,1817,Resale,Condominium,Central Region,16,0,1,770.0
1130.22,1486,Resale,Condominium,North East Region,5,92,0,1720.0
1786.82,1052,Resale,Condominium,East Region,4,61,0,2844.0
1162.51,1333,Resale,Condominium,West Region,2,0,1,1163.0
6980.45,1053,Resale,Detached House,East Region,0,0,1,464.0
1367.03,746,Resale,Apartment,East Region,3,74,0,1600.0
484.38,2034,Resale,Apartment,Central Region,4,0,1,456.0
1065.64,1292,New Sale,Apartment,North East Region,7,97,0,1182.0
979.52,1399,Resale,Condominium,West Region,6,0,1,709.0
1218.48,2383,Resale,Terrace House,Central Region,0,76,0,704.0
678.13,2482,New Sale,Apartment,Central Region,7,0,1,740.0
1767.45,1471,Resale,Terrace House,North Region,0,0,1,3664.0
678.13,2510,New Sale,Apartment,Central Region,10,0,1,740.0
678.13,2519,New Sale,Apartment,Central Region,11,0,1,740.0
613.55,1279,New Sale,Apartment,West Region,16,95,0,2883.0
1345.5,1159,Resale,Condominium,West Region,11,0,1,1470.0
419.8,1760,New Sale,Apartment,Central Region,2,97,0,348.0
1504.81,1766,Resale,Terrace House,Central Region,0,0,1,1721.0
882.65,952,Resale,Condominium,East Region,10,90,0,1749.0
462.85,2569,New Sale,Condominium,Central Region,11,0,1,2091.0
1388.56,784,Resale,Condominium,West Region,1,80,0,347.0
1410.08,2332,Resale,Apartment,Central Region,2,0,1,2402.0
1011.82,1396,New Sale,Apartment,North East Region,7,97,0,1336.0
678.13,2528,New Sale,Apartment,Central Region,12,0,1,740.0
1001.05,1149,Resale,Apartment,Central Region,16,0,1,1299.0
1851.41,1680,Resale,Condominium,Central Region,6,85,0,647.0
710.42,1735,New Sale,Apartment,Central Region,6,0,1,1002.0
1614.6,886,Resale,Terrace House,West Region,0,76,0,1411.0
914.94,1221,New Sale,Condominium,East Region,5,97,0,1482.0
559.73,1476,Resale,Apartment,Central Region,2,0,1,841.0
1022.58,1271,Resale,Condominium,East Region,11,0,1,2526.0
452.09,1371,Resale,Apartment,Central Region,2,0,1,652.0
398.27,1218,Resale,Apartment,Central Region,2,53,0,938.0
1001.05,1397,New Sale,Apartment,North East Region,7,97,0,1351.0
462.85,1098,Resale,Condominium,East Region,7,91,0,2013.0
409.03,1247,Resale,Apartment,Central Region,30,47,0,281.0
1216.33,2055,Resale,Condominium,Central Region,16,0,1,387.0
1033.34,1656,New Sale,Apartment,Central Region,10,97,0,363.0
527.44,1475,Resale,Apartment,Central Region,7,0,1,1258.0
1345.5,1189,Resale,Condominium,East Region,1,0,1,1919.0
462.85,1421,New Sale,Apartment,North East Region,16,97,0,1492.0
624.31,1837,New Sale,Apartment,Central Region,21,96,0,1299.0
1872.94,801,Resale,Apartment,Central Region,21,58,0,236.0
3605.94,1872,Resale,Apartment,Central Region,2,0,1,1052.0
818.06,1279,New Sale,Condominium,East Region,9,97,0,1382.0
1550.02,1161,Resale,Condominium,East Region,12,87,0,556.0
958.0,882,Resale,Executive Condominium,North Region,4,91,0,1281.0
4185.04,1290,Resale,Detached House,Central Region,0,0,1,1699.0
1636.13,1088,Resale,Apartment,Central Region,5,0,1,2272.0
1517.72,896,Resale,Condominium,East Region,10,69,0,554.0
1420.85,1323,Resale,Condominium,West Region,9,0,1,1099.0
785.77,1784,New Sale,Apartment,Central Region,16,96,0,1228.0
775.01,2051,New Sale,Condominium,Central Region,1,97,0,537.0
581.26,1325,New Sale,Condominium,East Region,4,97,0,1633.0
925.7,1382,New Sale,Apartment,North East Region,7,97,0,1319.0
1291.68,1045,Resale,Apartment,West Region,10,0,1,2584.0
871.88,881,Resale,Executive Condominium,North Region,10,89,0,1974.0
1367.03,988,Resale,Apartment,Central Region,5,0,1,1152.0
678.13,1998,New Sale,Condominium,Central Region,9,96,0,440.0
871.88,2110,New Sale,Apartment,Central Region,21,0,1,2028.0
516.67,1378,New Sale,Apartment,North East Region,2,97,0,1557.0
1151.75,1328,Resale,Apartment,Central Region,2,0,1,1247.0
1410.08,1255,New Sale,Apartment,North East Region,8,97,0,1492.0
2308.88,1247,Resale,Semi-Detached House,Central Region,0,73,0,596.0
419.8,2841,New Sale,Condominium,Central Region,4,97,0,475.0
925.7,1177,Resale,Condominium,West Region,7,0,1,1084.0
1636.13,978,Resale,Condominium,Central Region,4,0,1,1310.0
656.6,2885,New Sale,Apartment,Central Region,34,0,1,740.0
947.23,959,Resale,Condominium,West Region,13,75,0,793.0
678.13,2473,New Sale,Apartment,Central Region,6,0,1,740.0
462.85,1411,New Sale,Condominium,East Region,4,97,0,1497.0
1603.84,748,Resale,Condominium,East Region,10,89,0,311.0
2637.18,1517,Resale,Condominium,Central Region,10,75,0,2980.0
645.84,1454,New Sale,Apartment,North East Region,4,97,0,1319.0
656.6,2857,New Sale,Apartment,Central Region,31,0,1,740.0
807.3,3047,Resale,Condominium,Central Region,12,0,1,953.0
1248.62,1217,Resale,Condominium,West Region,6,0,1,2112.0
1162.51,2447,New Sale,Apartment,Central Region,10,90,0,182.0
1935.37,1679,Resale,Terrace House,East Region,0,0,1,1808.0
1119.46,1881,New Sale,Apartment,Central Region,30,95,0,619.0
1463.9,1139,Resale,Executive Condominium,Central Region,11,79,0,732.0
1496.2,1083,Resale,Condominium,North East Region,7,86,0,1693.0
4504.73,577,Resale,Semi-Detached House,West Region,0,74,0,2081.0
753.48,1208,Resale,Apartment,East Region,2,0,1,703.0
1140.98,955,Resale,Condominium,West Region,1,78,0,806.0
1453.14,619,Resale,Executive Condominium,West Region,4,76,0,608.0
796.54,967,Resale,Condominium,North East Region,2,89,0,357.0
1227.1,978,Resale,Condominium,North East Region,15,91,0,647.0
1614.6,1749,Resale,Condominium,Central Region,5,85,0,647.0
3763.09,975,Resale,Detached House,Central Region,0,0,1,1746.0
1603.84,1191,Resale,Condominium,West Region,10,0,1,1253.0
1657.66,1599,Resale,Condominium,Central Region,3,0,1,1968.0
1227.1,1676,Resale,Condominium,Central Region,8,85,0,647.0
1140.98,1012,Resale,Condominium,North East Region,13,89,0,1378.0
1259.39,1175,Resale,Condominium,West Region,6,0,1,2151.0
1302.44,772,Resale,Condominium,West Region,10,74,0,721.0
968.76,1022,Resale,Condominium,Central Region,14,75,0,821.0
613.55,1891,New Sale,Apartment,Central Region,3,0,1,194.0
1076.4,1744,New Sale,Apartment,Central Region,9,94,0,178.0
1033.34,1323,New Sale,Condominium,East Region,12,97,0,1545.0
2260.44,2683,Resale,Condominium,Central Region,19,0,1,794.0
1044.11,833,Resale,Condominium,North East Region,2,88,0,1460.0
882.65,1857,New Sale,Apartment,Central Region,33,96,0,1228.0
947.23,1668,Resale,Condominium,Central Region,6,0,1,414.0
753.48,2105,New Sale,Apartment,Central Region,5,0,1,194.0
1291.68,728,Resale,Executive Condominium,West Region,9,82,0,581.0
1022.58,1428,New Sale,Apartment,West Region,11,95,0,2319.0
1248.62,809,Resale,Condominium,North East Region,11,80,0,1600.0
914.94,1618,Resale,Condominium,Central Region,6,0,1,312.0
602.78,1815,New Sale,Apartment,Central Region,8,0,1,779.0
505.91,1184,Resale,Apartment,Central Region,6,53,0,1092.0
861.12,1254,New Sale,Condominium,North East Region,4,95,0,303.0
3061.28,980,Resale,Semi-Detached House,North East Region,0,0,1,1042.0
602.78,1470,New Sale,Apartment,West Region,21,97,0,2788.0
979.52,1736,Resale,Apartment,Central Region,4,0,1,230.0
1851.41,862,Resale,Condominium,North East Region,12,59,0,252.0
656.6,1773,New Sale,Apartment,Central Region,15,96,0,462.0
1377.79,1198,Resale,Condominium,East Region,6,87,0,857.0
721.19,1532,New Sale,Condominium,Central Region,2,96,0,917.0
947.23,2620,New Sale,Apartment,Central Region,12,0,1,960.0
925.7,1436,New Sale,Apartment,North East Region,12,97,0,1300.0
1453.14,1211,Resale,Apartment,Central Region,0,0,1,594.0
871.88,1296,Resale,Apartment,North East Region,6,90,0,808.0
753.48,1455,New Sale,Apartment,North East Region,3,97,0,2141.0
624.31,1955,New Sale,Apartment,Central Region,2,0,1,194.0
904.18,874,Resale,Condominium,West Region,6,79,0,1696.0
3035.45,619,Resale,Terrace House,North East Region,0,74,0,1674.0
2949.34,753,Resale,Terrace House,East Region,0,0,1,1326.0
1280.92,1327,Resale,Condominium,Central Region,17,77,0,3776.0
979.52,1802,New Sale,Apartment,Central Region,21,96,0,1299.0
1097.93,1616,New Sale,Condominium,Central Region,12,97,0,1353.0
1442.38,1040,Resale,Apartment,Central Region,13,0,1,1235.0
1410.08,666,Resale,Condominium,North East Region,2,76,0,984.0
2152.8,1420,Resale,Semi-Detached House,West Region,0,0,1,861.0
1151.75,3535,Resale,Condominium,Central Region,6,0,1,1055.0
914.94,910,Resale,Condominium,West Region,1,72,0,924.0
1079.63,2431,Resale,Terrace House,Central Region,0,76,0,750.0
925.7,1503,New Sale,Apartment,North East Region,12,97,0,1300.0
1388.56,1109,Resale,Condominium,West Region,3,82,0,1074.0
1140.98,745,Resale,Apartment,West Region,8,73,0,1986.0
1227.1,1580,Resale,Condominium,Central Region,2,85,0,647.0
925.7,1452,New Sale,Apartment,North East Region,15,97,0,1300.0
1227.1,766,Resale,Condominium,North Region,5,79,0,3055.0
1108.69,1223,New Sale,Apartment,North East Region,5,97,0,1557.0
592.02,1350,New Sale,Condominium,East Region,4,97,0,1497.0
1162.51,895,Resale,Condominium,West Region,9,75,0,774.0
1980.58,545,Resale,Condominium,North Region,5,87,0,1209.0
624.31,1895,New Sale,Apartment,Central Region,28,96,0,1299.0
2723.29,638,Resale,Terrace House,East Region,0,76,0,528.0
968.76,1620,New Sale,Apartment,North East Region,1,96,0,3041.0
678.13,2344,New Sale,Condominium,North East Region,5,0,1,485.0
1345.5,1130,Resale,Condominium,West Region,4,0,1,1087.0
979.52,1861,New Sale,Condominium,Central Region,11,96,0,440.0
1216.33,1340,Resale,Apartment,East Region,9,90,0,450.0
1237.86,937,Resale,Condominium,East Region,9,77,0,576.0
678.13,1135,Resale,Apartment,Central Region,28,47,0,667.0
2411.14,850,Resale,Condominium,East Region,8,61,0,930.0
1237.86,1002,Resale,Condominium,North East Region,8,90,0,1351.0
925.7,1664,New Sale,Apartment,Central Region,4,97,0,383.0
1237.86,1293,Resale,Condominium,East Region,14,76,0,2713.0
1173.28,1023,Resale,Condominium,North East Region,18,84,0,355.0
785.77,1438,Resale,Apartment,East Region,9,90,0,404.0
1022.58,1443,New Sale,Apartment,West Region,15,95,0,2319.0
1033.34,794,Resale,Condominium,East Region,2,61,0,2666.0
1506.96,1573,Resale,Condominium,Central Region,10,0,1,1796.0
2292.73,1623,Resale,Apartment,Central Region,18,0,1,1045.0
4430.46,1354,Resale,Detached House,North East Region,0,0,1,1084.0
1194.8,827,Resale,Executive Condominium,East Region,5,75,0,767.0
1885.85,1644,Resale,Terrace House,Central Region,0,0,1,3118.0
516.67,1490,Resale,Apartment,Central Region,3,0,1,541.0
3683.44,1222,Resale,Semi-Detached House,Central Region,0,0,1,1771.0
344.45,2700,Resale,Apartment,Central Region,9,0,1,798.0
495.14,1595,Sub Sale,Condominium,North East Region,12,93,0,966.0
904.18,1493,Resale,Condominium,North East Region,28,86,0,204.0
828.83,1797,New Sale,Apartment,Central Region,27,96,0,725.0
1313.21,883,Resale,Condominium,North Region,3,0,1,1667.0
1280.92,3123,Resale,Apartment,Central Region,37,86,0,374.0
925.7,1369,New Sale,Condominium,East Region,13,96,0,1898.0
667.37,1444,New Sale,Apartment,North East Region,4,97,0,1336.0
818.06,1125,Resale,Condominium,North East Region,1,92,0,871.0
1227.1,880,Resale,Executive Condominium,North East Region,15,89,0,757.0
979.52,707,Resale,Condominium,North Region,3,70,0,809.0
1151.75,2822,New Sale,Apartment,Central Region,17,90,0,182.0
1313.21,3818,New Sale,Apartment,Central Region,26,0,1,636.0
2960.1,895,Resale,Apartment,Central Region,18,0,1,1247.0
1065.64,3501,Resale,Condominium,Central Region,6,0,1,1055.0
1054.87,1612,Resale,Apartment,Central Region,18,0,1,965.0
1474.67,2437,New Sale,Apartment,Central Region,5,97,0,179.0
570.49,2358,New Sale,Apartment,Central Region,9,98,0,370.0
1388.56,1634,Resale,Condominium,Central Region,13,70,0,1205.0
1173.28,733,Resale,Condominium,North Region,12,79,0,1042.0
355.21,1661,Resale,Apartment,Central Region,7,0,1,1442.0
1270.15,1059,Resale,Condominium,West Region,10,0,1,887.0
462.85,1467,New Sale,Condominium,East Region,10,97,0,1413.0
1065.64,959,Resale,Condominium,North East Region,12,90,0,438.0
1151.75,2959,New Sale,Apartment,Central Region,30,90,0,182.0
2152.8,668,Resale,Condominium,North Region,4,76,0,1477.0
667.37,1399,New Sale,Condominium,North East Region,20,95,0,1047.0
753.48,1403,New Sale,Apartment,North East Region,13,97,0,987.0
656.6,1675,Resale,Apartment,Central Region,9,0,1,672.0
2077.45,1001,Resale,Condominium,Central Region,4,0,1,1310.0
828.83,1026,Resale,Condominium,West Region,7,0,1,994.0
947.23,1267,Resale,Apartment,East Region,4,0,1,1575.0
925.7,1026,Resale,Apartment,North East Region,3,0,1,1053.0
785.77,1216,New Sale,Condominium,North East Region,22,95,0,1047.0
1248.62,985,Resale,Condominium,Central Region,7,73,0,603.0
1420.85,1258,Resale,Apartment,Central Region,15,0,1,1602.0
1259.39,1305,Resale,Condominium,North East Region,4,0,1,1129.0
1860.02,1452,Resale,Terrace House,North East Region,0,0,1,2146.0
785.77,1256,New Sale,Condominium,North East Region,22,95,0,374.0
742.72,1427,Resale,Condominium,Central Region,1,0,1,1766.0
1237.86,701,Resale,Condominium,North Region,1,76,0,1470.0
839.59,2144,New Sale,Apartment,Central Region,13,0,1,740.0
958.0,2588,New Sale,Apartment,Central Region,19,0,1,740.0
1162.51,1058,Resale,Condominium,West Region,10,79,0,2667.0
1097.93,2786,New Sale,Apartment,Central Region,25,98,0,370.0
1130.22,1504,Resale,Condominium,Central Region,4,0,1,1054.0
839.59,2571,New Sale,Apartment,Central Region,25,98,0,370.0
570.49,2310,New Sale,Apartment,Central Region,5,98,0,370.0
914.94,1406,New Sale,Apartment,North East Region,15,97,0,1530.0
1216.33,777,Resale,Condominium,North East Region,2,77,0,857.0
